,Game,Prize,NumPlayer,NumTournaments,Year
94,Power Rangers: Battle for the Grid,"$2,920.60",14 Players,4 Tournaments,2021
95,Touhou Hisoutensoku ~ Choudokyuu Ginyoru no Nazo o Oe,"$2,681.91",9 Players,2 Tournaments,2021
96,Gran Turismo Sport,"$2,511.56",44 Players,15 Tournaments,2021
97,Rocket League Sideswipe,"$2,500.00",1 Player,1 Tournament,2021
98,Blaston,"$2,428.12",12 Players,6 Tournaments,2021
99,Microsoft Excel,"$2,300.00",12 Players,6 Tournaments,2021
100,Tetr.io,"$2,295.27",11 Players,2 Tournaments,2021
101,Melty Blood: Type Lumina,"$2,004.59",8 Players,1 Tournament,2021
102,Fantasy Strike,"$1,939.80",9 Players,2 Tournaments,2021
103,Tetris Effect: Connected,"$1,934.91",12 Players,3 Tournaments,2021
104,Virtua Fighter 5: Ultimate Showdown,"$1,870.00",9 Players,2 Tournaments,2021
105,Mario Kart 8 Deluxe,"$1,700.00",20 Players,2 Tournaments,2021
106,Age of Empires Online,"$1,605.00",11 Players,5 Tournaments,2021
107,Melty Blood: Actress Again Current Code,"$1,250.00",8 Players,1 Tournament,2021
108,Super Smash Bros. for Wii U,"$1,190.00",8 Players,1 Tournament,2021
109,Quake Live,"$1,185.08",8 Players,2 Tournaments,2021
110,Street Fighter Alpha 2,"$1,114.69",8 Players,1 Tournament,2021
111,Ninja Legends,"$1,000.00",6 Players,1 Tournament,2021
112,Synth Riders,"$1,000.00",8 Players,2 Tournaments,2021
113,Age of Empires,$994.20,18 Players,3 Tournaments,2021
114,Puyo Puyo Tetris 2,$896.02,10 Players,2 Tournaments,2021
115,ARMS,$816.50,11 Players,2 Tournaments,2021
116,BlazBlue: Central Fiction,$807.65,7 Players,2 Tournaments,2021
117,Cave Digger 2,$750.00,4 Players,1 Tournament,2021
118,Crab Game,$750.00,15 Players,9 Tournaments,2021
119,Super Smash Bros.,$750.00,13 Players,3 Tournaments,2021
120,Street Fighter III: 3rd Strike,$717.22,8 Players,3 Tournaments,2021
121,Windjammers,$699.31,5 Players,3 Tournaments,2021
122,Dengeki Bunko: Fighting Climax Ignition,$650.00,8 Players,1 Tournament,2021
123,Lemnis Gate,$572.86,5 Players,4 Tournaments,2021
124,Super Smash Bros. Brawl,$570.00,8 Players,1 Tournament,2021
125,DOOMBRINGER,$567.77,8 Players,4 Tournaments,2021
126,Tatsunoko vs. Capcom: Ultimate All-Stars,$526.29,3 Players,1 Tournament,2021
127,Killer Instinct (2013),$520.00,8 Players,3 Tournaments,2021
128,Duck Game,$500.00,3 Players,1 Tournament,2021
129,Gym Masters VR,$500.00,4 Players,1 Tournament,2021
130,Void Racer,$460.00,4 Players,1 Tournament,2021
131,Doom II: Hell on Earth,$428.56,4 Players,2 Tournaments,2021
132,Mobile Suit Gundam: Extreme Vs Maxi Boost ON,$420.00,12 Players,2 Tournaments,2021
133,Artifact Foundry,$400.00,2 Players,4 Tournaments,2021
134,Audio Trip,$400.00,3 Players,1 Tournament,2021
135,Rivals of Aether,$400.00,7 Players,3 Tournaments,2021
136,Quake 4,$360.76,3 Players,2 Tournaments,2021
137,Dead or Alive 6,$310.00,6 Players,2 Tournaments,2021
138,Lethal League Blaze,$300.00,3 Players,1 Tournament,2021
139,Slap City,$300.00,3 Players,1 Tournament,2021
140,QuakeWorld,$299.97,4 Players,2 Tournaments,2021
141,Reflex,$299.97,3 Players,2 Tournaments,2021
142,F1 2020,$288.00,3 Players,1 Tournament,2021
143,Samurai Shodown (2019),$260.00,3 Players,1 Tournament,2021
144,Super Street Fighter II Turbo,$250.00,3 Players,1 Tournament,2021
145,Ultra Street Fighter IV,$250.00,3 Players,1 Tournament,2021
146,Quake II,$246.48,3 Players,2 Tournaments,2021
147,Guilty Gear Xrd REV 2,$218.36,5 Players,2 Tournaments,2021
148,Artifact Classic,$210.00,4 Players,3 Tournaments,2021
149,BlazBlue: Cross Tag Battle,$210.00,3 Players,1 Tournament,2021
150,Pokkén Tournament,$200.00,3 Players,1 Tournament,2021
151,Project Plus,$175.00,3 Players,1 Tournament,2021
152,Digimon Rumble Arena,$130.00,3 Players,1 Tournament,2021
153,Maiden & Spell,$125.00,3 Players,1 Tournament,2021
154,Pocket Rumble,$125.00,4 Players,1 Tournament,2021
155,Acceleration of SUGURI 2,$100.00,3 Players,1 Tournament,2021
156,Chex Quest,$100.00,2 Players,1 Tournament,2021
157,Koihime Enbu,$100.00,3 Players,1 Tournament,2021
158,Mighty Fight Federation,$100.00,3 Players,1 Tournament,2021
159,Panel Attack,$100.00,3 Players,1 Tournament,2021
160,Punch Planet,$100.00,3 Players,1 Tournament,2021
161,Red Earth,$100.00,3 Players,1 Tournament,2021
162,Schwarzerblitz,$100.00,3 Players,1 Tournament,2021
163,SLAYERS FOR HIRE,$100.00,3 Players,1 Tournament,2021
164,Speedrunners,$100.00,3 Players,1 Tournament,2021
165,Toribash,$100.00,3 Players,1 Tournament,2021
166,Tough Love Arena,$100.00,3 Players,1 Tournament,2021
167,HYPERFIGHT,$90.00,3 Players,1 Tournament,2021
168,Fight of Animals,$50.00,3 Players,1 Tournament,2021
169,Jstris,$50.00,8 Players,1 Tournament,2021
170,Twinkle Star Sprites,$50.00,3 Players,1 Tournament,2021
171,Umineko: Golden Fantasia,$50.00,3 Players,1 Tournament,2021
172,JoJo's Bizarre Adventure: Heritage for the Future,$40.00,3 Players,1 Tournament,2021
173,Power Instinct: Matrimelee,$40.00,3 Players,1 Tournament,2021
174,Samurai Shodown III,$40.00,3 Players,1 Tournament,2021
175,The Last Blade 2,$40.00,3 Players,1 Tournament,2021
176,Shrek SuperSlam,$30.00,3 Players,1 Tournament,2021
177,Def Jam: Fight for NY,$20.00,3 Players,1 Tournament,2021
